nodeName	altName	nodeAttr[nodesPresent, ]
CWF19L1	CWF19L1	turquoise
CXCL5	CXCL5	turquoise
CXCR2	NA	turquoise
CXCR2P1	NA	turquoise
CXCR3	CXCR3	turquoise
CXCR4	CXCR4	turquoise
CXorf40B	CXorf40B	turquoise
CXXC5	CXXC5	turquoise
CYB561	CYB561	turquoise
CYB561A3	NA	turquoise
CYBA	CYBA	turquoise
CYFIP2	CYFIP2	turquoise
CYP1A2	CYP1A2	turquoise
CYP1B1.AS1	NA	turquoise
CYP51A1	CYP51A1	turquoise
CYTH2	CYTH2	turquoise
CYTH3	CYTH3	turquoise
CYTH4	CYTH4	turquoise
CYTL1	CYTL1	turquoise
CYTOR	NA	turquoise
D2HGDH	D2HGDH	turquoise
DACT1	DACT1	turquoise
DAD1	DAD1	turquoise
DAP	DAP	turquoise
DAPK1	DAPK1	turquoise
DAPK3	DAPK3	turquoise
DBN1	DBN1	turquoise
DBR1	DBR1	turquoise
DCAF1	NA	turquoise
DCAF13	NA	turquoise
DCAF5	NA	turquoise
DCAF8	NA	turquoise
DCANP1	NA	turquoise
DCP1B	DCP1B	turquoise
DCPS	DCPS	turquoise
DCTD	DCTD	turquoise
DCTN3	DCTN3	turquoise
DCTN6	DCTN6	turquoise
DCTPP1	DCTPP1	turquoise
DCXR	DCXR	turquoise
DDHD1	DDHD1	turquoise
DDHD2	DDHD2	turquoise
DDIAS	NA	turquoise
DDR1	DDR1	turquoise
DDRGK1	DDRGK1	turquoise
DDT	DDT	turquoise
DDX1	DDX1	turquoise
DDX10	DDX10	turquoise
DDX19B	DDX19B	turquoise
DDX23	DDX23	turquoise
DDX28	DDX28	turquoise
DDX31	DDX31	turquoise
DDX39A	NA	turquoise
DDX39B	NA	turquoise
DDX43	DDX43	turquoise
DDX47	DDX47	turquoise
DDX54	DDX54	turquoise
DDX56	DDX56	turquoise
DEAF1	DEAF1	turquoise
DECR1	DECR1	turquoise
DECR2	DECR2	turquoise
DEDD	DEDD	turquoise
DEFB4A	NA	turquoise
DEGS1	DEGS1	turquoise
DENND1C	DENND1C	turquoise
DENND2C	DENND2C	turquoise
DENND2D	DENND2D	turquoise
DENND3	DENND3	turquoise
DERL3	DERL3	turquoise
DESI2	NA	turquoise
DFFA	DFFA	turquoise
DGAT2	DGAT2	turquoise
DGCR5	DGCR5	turquoise
DGCR6L	DGCR6L	turquoise
DGKA	DGKA	turquoise
DHCR7	DHCR7	turquoise
DHDDS	DHDDS	turquoise
DHRS13	DHRS13	turquoise
DHRS3	DHRS3	turquoise
DHRS9	DHRS9	turquoise
DHX29	DHX29	turquoise
DHX30	DHX30	turquoise
DHX33	DHX33	turquoise
DHX35	DHX35	turquoise
DHX36	DHX36	turquoise
DHX37	DHX37	turquoise
DHX8	DHX8	turquoise
DIDO1	DIDO1	turquoise
DIEXF	NA	turquoise
DIMT1	NA	turquoise
DIP2A	DIP2A	turquoise
DISC1	DISC1	turquoise
DLEC1	DLEC1	turquoise
DLG1	DLG1	turquoise
DLG3	DLG3	turquoise
DLST	DLST	turquoise
DMAC1	NA	turquoise
DMAP1	DMAP1	turquoise
DMD	DMD	turquoise
DMPK	DMPK	turquoise
DMTF1	DMTF1	turquoise
DNAJB1	DNAJB1	turquoise
DNAJB9	DNAJB9	turquoise
DNAJC11	DNAJC11	turquoise
DNAJC13	DNAJC13	turquoise
DNAJC15	DNAJC15	turquoise
DNAJC17	DNAJC17	turquoise
DNAJC3.AS1	NA	turquoise
DNAJC4	DNAJC4	turquoise
DNASE1	DNASE1	turquoise
DNASE2	DNASE2	turquoise
DNM1L	DNM1L	turquoise
DNM2	DNM2	turquoise
DNM3	DNM3	turquoise
DNMBP	DNMBP	turquoise
DNPH1	NA	turquoise
DOCK1	DOCK1	turquoise
DOCK2	DOCK2	turquoise
DOCK7	DOCK7	turquoise
DOCK8	DOCK8	turquoise
DOHH	DOHH	turquoise
DOK1	DOK1	turquoise
DOK4	DOK4	turquoise
DOT1L	DOT1L	turquoise
DPAGT1	DPAGT1	turquoise
DPEP2	DPEP2	turquoise
DPF2	DPF2	turquoise
DPH2	DPH2	turquoise
DPH7	NA	turquoise
DPM3	DPM3	turquoise
DPP3	DPP3	turquoise
DPP4	DPP4	turquoise
DPP9	DPP9	turquoise
DPY19L1P1	DPY19L1P1	turquoise
DPY19L2P4	DPY19L2P4	turquoise
DPYD	DPYD	turquoise
DRAM1	NA	turquoise
DRAP1	DRAP1	turquoise
DRD3	DRD3	turquoise
DRG1	DRG1	turquoise
DSC2	DSC2	turquoise
DSCC1	DSCC1	turquoise
DSEL	DSEL	turquoise
DTD1	DTD1	turquoise
DTL	DTL	turquoise
DTNBP1	DTNBP1	turquoise
DTX2	DTX2	turquoise
DUS3L	DUS3L	turquoise
DUS4L	DUS4L	turquoise
DUSP11	DUSP11	turquoise
DUSP14	DUSP14	turquoise
DUSP18	DUSP18	turquoise
DUSP23	DUSP23	turquoise
DUSP3	DUSP3	turquoise
DUSP5	DUSP5	turquoise
DUSP9	DUSP9	turquoise
DVL2	DVL2	turquoise
DXO	NA	turquoise
DYM	DYM	turquoise
DYNC1H1	DYNC1H1	turquoise
DYNC1I2	DYNC1I2	turquoise
DYNC1LI2	DYNC1LI2	turquoise
DYNC2H1	DYNC2H1	turquoise
DYNLL2	DYNLL2	turquoise
DYRK4	DYRK4	turquoise
DYSF	DYSF	turquoise
E2F6	E2F6	turquoise
EAF1	EAF1	turquoise
EBAG9	EBAG9	turquoise
EBLN2	NA	turquoise
EBPL	EBPL	turquoise
ECE1	ECE1	turquoise
ECE2	ECE2	turquoise
ECH1	ECH1	turquoise
ECHDC3	ECHDC3	turquoise
ECHS1	ECHS1	turquoise
ECI2	NA	turquoise
EDC3	EDC3	turquoise
EDEM1	EDEM1	turquoise
EDEM2	EDEM2	turquoise
EDF1	EDF1	turquoise
EDN2	EDN2	turquoise
EDRF1	NA	turquoise
EEF1D	EEF1D	turquoise
EEF1G	EEF1G	turquoise
EEFSEC	EEFSEC	turquoise
EFCAB2	EFCAB2	turquoise
EFEMP2	EFEMP2	turquoise
EFNB3	EFNB3	turquoise
EGLN1	EGLN1	turquoise
EGLN2	EGLN2	turquoise
EHD1	EHD1	turquoise
EHMT1	EHMT1	turquoise
EHMT2	EHMT2	turquoise
EI24	EI24	turquoise
EIF1AY	EIF1AY	turquoise
EIF2S2	EIF2S2	turquoise
EIF3A	EIF3A	turquoise
EIF3C	EIF3C	turquoise
EIF3F	EIF3F	turquoise
EIF3G	EIF3G	turquoise
EIF3I	EIF3I	turquoise
EIF3K	EIF3K	turquoise
EIF3L	EIF3L	turquoise
EIF4A1	EIF4A1	turquoise
EIF4A3	EIF4A3	turquoise
EIF5A	EIF5A	turquoise
ELAC1	ELAC1	turquoise
ELAC2	ELAC2	turquoise
ELAVL1	ELAVL1	turquoise
ELF1	ELF1	turquoise
ELF2	ELF2	turquoise
ELL	ELL	turquoise
ELMO1	ELMO1	turquoise
ELOB	NA	turquoise
ELOVL1	ELOVL1	turquoise
ELOVL6	ELOVL6	turquoise
ELP1	NA	turquoise
ELP6	NA	turquoise
EMC1	NA	turquoise
EMC3	NA	turquoise
EMC3.AS1	NA	turquoise
EMC6	NA	turquoise
EMC7	NA	turquoise
EME2	EME2	turquoise
EML2	EML2	turquoise
EML3	EML3	turquoise
EMP1	EMP1	turquoise
EMP3	EMP3	turquoise
EMSY	NA	turquoise
ENDOV	NA	turquoise
ENG	ENG	turquoise
ENKD1	NA	turquoise
ENO1	ENO1	turquoise
ENO2	ENO2	turquoise
ENOX2	ENOX2	turquoise
ENPP2	ENPP2	turquoise
ENTPD5	ENTPD5	turquoise
ENTPD6	ENTPD6	turquoise
EP400	EP400	turquoise
EPB41L4A	EPB41L4A	turquoise
EPB41L5	EPB41L5	turquoise
EPC1	EPC1	turquoise
EPHA1	EPHA1	turquoise
EPHA4	EPHA4	turquoise
EPHB1	EPHB1	turquoise
EPHB2	EPHB2	turquoise
EPHX2	EPHX2	turquoise
EPOR	EPOR	turquoise
EPRS	EPRS	turquoise
ERAL1	ERAL1	turquoise
ERC1	ERC1	turquoise
ERC2.IT1	NA	turquoise
ERCC3	ERCC3	turquoise
ERCC6L2	NA	turquoise
ERG	ERG	turquoise
ERGIC1	ERGIC1	turquoise
ERGIC2	ERGIC2	turquoise
ERGIC3	ERGIC3	turquoise
ERH	ERH	turquoise
ERI2	ERI2	turquoise
ERI3	ERI3	turquoise
ERLIN1	ERLIN1	turquoise
ERLIN2	ERLIN2	turquoise
ERMARD	NA	turquoise
ERP27	ERP27	turquoise
ERP29	ERP29	turquoise
ERVH.3	NA	turquoise
ERVH.6	NA	turquoise
ESR1	ESR1	turquoise
ESRRAP2	NA	turquoise
ESS2	NA	turquoise
ESYT1	NA	turquoise
ETF1	ETF1	turquoise
ETFB	ETFB	turquoise
ETHE1	ETHE1	turquoise
ETNK1	ETNK1	turquoise
ETS1	ETS1	turquoise
ETV6	ETV6	turquoise
EVA1C	NA	turquoise
EVC	EVC	turquoise
EVL	EVL	turquoise
EWSR1	EWSR1	turquoise
EXOC4	EXOC4	turquoise
EXOC6B	EXOC6B	turquoise
EXOSC6	EXOSC6	turquoise
EXPH5	EXPH5	turquoise
EXT1	EXT1	turquoise
EXTL2	EXTL2	turquoise
EXTL3	EXTL3	turquoise
EZR	EZR	turquoise
F7	F7	turquoise
FAAH	FAAH	turquoise
FABP4	FABP4	turquoise
FADS3	FADS3	turquoise
FAF2	FAF2	turquoise
FAHD2CP	NA	turquoise
FAM104B	FAM104B	turquoise
FAM110A	FAM110A	turquoise
FAM110B	FAM110B	turquoise
FAM111A.DT	NA	turquoise
FAM117B	FAM117B	turquoise
FAM118B	FAM118B	turquoise
FAM120A	FAM120A	turquoise
FAM120C	FAM120C	turquoise
FAM122A	FAM122A	turquoise
FAM135A	FAM135A	turquoise
FAM149A	FAM149A	turquoise
FAM160B1	FAM160B1	turquoise
FAM169A	FAM169A	turquoise
FAM189B	NA	turquoise
FAM192A	NA	turquoise
FAM193A	NA	turquoise
FAM198B	NA	turquoise
FAM207A	NA	turquoise
FAM20A	FAM20A	turquoise
FAM214A	NA	turquoise
FAM215B	NA	turquoise
FAM219B	NA	turquoise
FAM220A	NA	turquoise
FAM225A	NA	turquoise
FAM238B	NA	turquoise
FAM241A	NA	turquoise
FAM35A	FAM35A	turquoise
FAM3A	FAM3A	turquoise
FAM3B	FAM3B	turquoise
FAM3D	FAM3D	turquoise
FAM49A	FAM49A	turquoise
FAM49B	FAM49B	turquoise
FAM50B	FAM50B	turquoise
FAM81B	FAM81B	turquoise
FAM86C1	NA	turquoise
FAM89A	FAM89A	turquoise
FAM89B	FAM89B	turquoise
FAM98A	FAM98A	turquoise
FAN1	NA	turquoise
FANCG	FANCG	turquoise
FANCI	FANCI	turquoise
FARSA	FARSA	turquoise
FARSB	FARSB	turquoise
FASTKD1	FASTKD1	turquoise
FAU	FAU	turquoise
FBF1	FBF1	turquoise
FBL	FBL	turquoise
FBLN5	FBLN5	turquoise
FBLN7	FBLN7	turquoise
FBXL12	FBXL12	turquoise
FBXL15	FBXL15	turquoise
FBXL17	FBXL17	turquoise
FBXL20	FBXL20	turquoise
FBXL6	FBXL6	turquoise
FBXO11	FBXO11	turquoise
FBXO2	FBXO2	turquoise
FBXO21	FBXO21	turquoise
FBXO25	FBXO25	turquoise
FBXO3	FBXO3	turquoise
FBXO32	FBXO32	turquoise
FBXO4	FBXO4	turquoise
FBXO6	FBXO6	turquoise
FBXW2	FBXW2	turquoise
FBXW4P1	FBXW4P1	turquoise
FBXW5	FBXW5	turquoise
FBXW8	FBXW8	turquoise
FCAR	FCAR	turquoise
FCGBP	FCGBP	turquoise
FCGR3A	FCGR3A	turquoise
FCGR3B	FCGR3B	turquoise
FCGRT	FCGRT	turquoise
FCN1	FCN1	turquoise
FCRLB	FCRLB	turquoise
FDFT1	FDFT1	turquoise
FDXR	FDXR	turquoise
FEN1	FEN1	turquoise
FES	FES	turquoise
FGF7P6	NA	turquoise
FGFR1OP	FGFR1OP	turquoise
FGFR3	FGFR3	turquoise
FGR	FGR	turquoise
FHDC1	FHDC1	turquoise
FIBP	FIBP	turquoise
FICD	FICD	turquoise
FIG4	FIG4	turquoise
FIZ1	FIZ1	turquoise
FKBP1A	FKBP1A	turquoise
FKBP2	FKBP2	turquoise
FKRP	FKRP	turquoise
FKSG29	FKSG29	turquoise
FLI1	FLI1	turquoise
FLII	FLII	turquoise
FLJ32255	FLJ32255	turquoise
FLJ37453	NA	turquoise
FLOT1	FLOT1	turquoise
FMO5	FMO5	turquoise
FMR1	FMR1	turquoise
FNDC10	NA	turquoise
FNIP2	FNIP2	turquoise
FNTB	FNTB	turquoise
FOSL2	FOSL2	turquoise
FOXD2	FOXD2	turquoise
FOXJ2	FOXJ2	turquoise
FOXJ3	FOXJ3	turquoise
FOXN3	FOXN3	turquoise
FOXN3.AS1	NA	turquoise
FOXO3	FOXO3	turquoise
FOXP4	FOXP4	turquoise
FRAT1	FRAT1	turquoise
FRMD4B	FRMD4B	turquoise
FTH1P12	NA	turquoise
FUK	FUK	turquoise
FUNDC1	FUNDC1	turquoise
FUOM	NA	turquoise
FUS	FUS	turquoise
FUT4	FUT4	turquoise
FXR1	FXR1	turquoise
FXR2	FXR2	turquoise
FXYD6	FXYD6	turquoise
FYB1	NA	turquoise
FYCO1	FYCO1	turquoise
FYN	FYN	turquoise
FZD2	FZD2	turquoise
FZD5	FZD5	turquoise
G2E3	NA	turquoise
GABARAP	GABARAP	turquoise
GABARAPL2	GABARAPL2	turquoise
GABARAPL3	GABARAPL3	turquoise
GABPB1	GABPB1	turquoise
GABPB1.IT1	NA	turquoise
GABRP	GABRP	turquoise
GADD45A	GADD45A	turquoise
GADD45B	GADD45B	turquoise
GADD45GIP1	GADD45GIP1	turquoise
GAK	GAK	turquoise
GALK1	GALK1	turquoise
GALK2	GALK2	turquoise
GALM	GALM	turquoise
GALNS	GALNS	turquoise
GALNT10	GALNT10	turquoise
GALNT2	GALNT2	turquoise
GALNT5	GALNT5	turquoise
GALNT6	GALNT6	turquoise
GAMT	GAMT	turquoise
GANAB	GANAB	turquoise
GAPDH	GAPDH	turquoise
GART	GART	turquoise
GAS2	GAS2	turquoise
GAS7	GAS7	turquoise
GAST	GAST	turquoise
GATA3	GATA3	turquoise
GBA	GBA	turquoise
GBA2	GBA2	turquoise
GBF1	GBF1	turquoise
GBP2	GBP2	turquoise
GBP6	GBP6	turquoise
GCDH	GCDH	turquoise
GCH1	GCH1	turquoise
GCHFR	GCHFR	turquoise
GCSAM	NA	turquoise
GDAP2	GDAP2	turquoise
GDF11	GDF11	turquoise
GEMIN8P4	NA	turquoise
GET4	NA	turquoise
GFAP	GFAP	turquoise
GFER	GFER	turquoise
GFI1	GFI1	turquoise
GFM2	GFM2	turquoise
GFRA2	GFRA2	turquoise
GGA1	GGA1	turquoise
GGT2	NA	turquoise
GGT6	GGT6	turquoise
GGTLC1	GGTLC1	turquoise
GGTLC2	GGTLC2	turquoise
GHRHR	GHRHR	turquoise
GHRL	GHRL	turquoise
GIMAP1	GIMAP1	turquoise
GIMAP2	GIMAP2	turquoise
GIMAP4	GIMAP4	turquoise
GIT1	GIT1	turquoise
GK	GK	turquoise
GLB1	GLB1	turquoise
GLCE	GLCE	turquoise
GLE1	GLE1	turquoise
GLIPR2	GLIPR2	turquoise
GLO1	GLO1	turquoise
GLTP	GLTP	turquoise
GLUD1	GLUD1	turquoise
GLUD2	GLUD2	turquoise
GLUL	GLUL	turquoise
GLYR1	NA	turquoise
GMDS	GMDS	turquoise
GMEB1	GMEB1	turquoise
GMIP	GMIP	turquoise
GMPPA	GMPPA	turquoise
GMPPB	GMPPB	turquoise
GNA11	GNA11	turquoise
GNAQ	GNAQ	turquoise
GNAZ	GNAZ	turquoise
GNB1	GNB1	turquoise
GNG13	GNG13	turquoise
GNG2	GNG2	turquoise
GNG5	GNG5	turquoise
GNG7	GNG7	turquoise
GNL3L	GNL3L	turquoise
GNMT	GNMT	turquoise
GNPAT	GNPAT	turquoise
GNPDA1	GNPDA1	turquoise
GNPDA2	GNPDA2	turquoise
GNPTG	GNPTG	turquoise
GOLGA2P10	NA	turquoise
GOLGA2P2Y	NA	turquoise
GOLGA2P5	NA	turquoise
GOLGA7	GOLGA7	turquoise
GOLGB1	GOLGB1	turquoise
GOLT1B	GOLT1B	turquoise
GOSR1	GOSR1	turquoise
GOSR2	GOSR2	turquoise
GOT2	GOT2	turquoise
GP9	GP9	turquoise
GPAA1	GPAA1	turquoise
GPATCH3	GPATCH3	turquoise
GPBAR1	GPBAR1	turquoise
GPBP1L1	GPBP1L1	turquoise
GPKOW	GPKOW	turquoise
GPNMB	GPNMB	turquoise
GPR132	GPR132	turquoise
GPR137B	GPR137B	turquoise
GPR174	GPR174	turquoise
GPR27	GPR27	turquoise
GPR35	GPR35	turquoise
GPR89B	GPR89B	turquoise
GPS2	GPS2	turquoise
GPSM1	GPSM1	turquoise
GPT	GPT	turquoise
GPX7	GPX7	turquoise
GPX8	GPX8	turquoise
GRAP	GRAP	turquoise
GRAP2	GRAP2	turquoise
GRASP	GRASP	turquoise
GRB2	GRB2	turquoise
GRHPR	GRHPR	turquoise
GRIN3A	GRIN3A	turquoise
GRIPAP1	GRIPAP1	turquoise
GRK2	NA	turquoise
GRK3	NA	turquoise
GRN	GRN	turquoise
GRPEL1	GRPEL1	turquoise
GRWD1	GRWD1	turquoise
GSAP	NA	turquoise
GSDMB	GSDMB	turquoise
GSDMD	GSDMD	turquoise
GSK3B	GSK3B	turquoise
GSS	GSS	turquoise
GSTA2	GSTA2	turquoise
GSTA4	GSTA4	turquoise
GSTK1	GSTK1	turquoise
GSTM1	GSTM1	turquoise
GSTO1	GSTO1	turquoise
GSTP1	GSTP1	turquoise
GTF2H2C	NA	turquoise
GTF2H4	GTF2H4	turquoise
GTF2H5	GTF2H5	turquoise
GTF2I	GTF2I	turquoise
GTF2IRD2	GTF2IRD2	turquoise
GTF3C1	GTF3C1	turquoise
GTF3C2	GTF3C2	turquoise
GTF3C3	GTF3C3	turquoise
GTPBP1	GTPBP1	turquoise
GTPBP3	GTPBP3	turquoise
GUSBP1	NA	turquoise
GUSBP11	NA	turquoise
GUSBP2	NA	turquoise
GYPA	GYPA	turquoise
GYPE	GYPE	turquoise
GYS1	GYS1	turquoise
GZMK	GZMK	turquoise
GZMM	GZMM	turquoise
H1FX	H1FX	turquoise
H3F3A	H3F3A	turquoise
H3F3B	H3F3B	turquoise
HACD2	NA	turquoise
HACD4	NA	turquoise
HADH	HADH	turquoise
HADHB	HADHB	turquoise
HAPLN3	HAPLN3	turquoise
HARS	HARS	turquoise
HARS2	HARS2	turquoise
HAUS7	NA	turquoise
HAX1	HAX1	turquoise
HBA2	HBA2	turquoise
HCAR3	NA	turquoise
HCCS	HCCS	turquoise
HCFC1	HCFC1	turquoise
HCFC1R1	HCFC1R1	turquoise
HCN3	HCN3	turquoise
HCP5	HCP5	turquoise
HDAC1	HDAC1	turquoise
HDAC3	HDAC3	turquoise
HDAC5	HDAC5	turquoise
HDAC6	HDAC6	turquoise
HDAC8	HDAC8	turquoise
HDDC3	HDDC3	turquoise
HDGFL2	NA	turquoise
HDHD5	NA	turquoise
HDLBP	HDLBP	turquoise
HDX	HDX	turquoise
HEATR9	NA	turquoise
HEBP1	HEBP1	turquoise
HELB	HELB	turquoise
HEMK1	HEMK1	turquoise
HERC2	HERC2	turquoise
HERPUD2	HERPUD2	turquoise
HES2	HES2	turquoise
HEXA	HEXA	turquoise
HEXDC	HEXDC	turquoise
HFE	HFE	turquoise
HGF	HGF	turquoise
HGSNAT	HGSNAT	turquoise
HIBADH	HIBADH	turquoise
HIF3A	HIF3A	turquoise
HINFP	NA	turquoise
HIRIP3	HIRIP3	turquoise
HIST1H1T	HIST1H1T	turquoise
HIST1H2AA	HIST1H2AA	turquoise
HIST1H2AB	HIST1H2AB	turquoise
HIST1H2AH	HIST1H2AH	turquoise
HIST1H2AM	HIST1H2AM	turquoise
HIST1H2BE	HIST1H2BE	turquoise
HIST1H2BG	HIST1H2BG	turquoise
HIST1H2BH	HIST1H2BH	turquoise
HIST1H2BI	HIST1H2BI	turquoise
HIST1H2BL	HIST1H2BL	turquoise
HIST1H2BM	HIST1H2BM	turquoise
HIST1H2BN	HIST1H2BN	turquoise
HIST1H3B	HIST1H3B	turquoise
HIST1H3C	HIST1H3C	turquoise
HIST1H3F	HIST1H3F	turquoise
HIST1H3G	HIST1H3G	turquoise
HIST1H4E	HIST1H4E	turquoise
HIST1H4L	HIST1H4L	turquoise
HIST2H2AA4	HIST2H2AA4	turquoise
HIST2H2AB	HIST2H2AB	turquoise
HIST2H2AC	HIST2H2AC	turquoise
HIST2H3PS2	NA	turquoise
HIST3H2A	HIST3H2A	turquoise
HK1	HK1	turquoise
HK3	HK3	turquoise
HLA.A	NA	turquoise
HLA.C	NA	turquoise
HLA.DMA	NA	turquoise
HLA.DMB	NA	turquoise
HLA.DPA1	NA	turquoise
HLA.DQA2	NA	turquoise
HLA.DQB1	NA	turquoise
HLA.DQB2	NA	turquoise
HLA.DRA	NA	turquoise
HLA.DRB1	NA	turquoise
HLA.DRB3	NA	turquoise
HLA.DRB4	NA	turquoise
HLA.DRB5	NA	turquoise
HLA.E	NA	turquoise
HLA.F	NA	turquoise
HLA.H	NA	turquoise
HLA.J	NA	turquoise
HLX	HLX	turquoise
HMBOX1	HMBOX1	turquoise
HMGA1	HMGA1	turquoise
HMGB3	HMGB3	turquoise
HMGN2	HMGN2	turquoise
HMGN4	HMGN4	turquoise
HMGXB4	HMGXB4	turquoise
HMOX1	HMOX1	turquoise
HMOX2	HMOX2	turquoise
HNF1B	HNF1B	turquoise
HNRNPA1L2	HNRNPA1L2	turquoise
HNRNPC	HNRNPC	turquoise
HNRNPL	HNRNPL	turquoise
HNRNPUL1	HNRNPUL1	turquoise
HNRNPUL2	HNRNPUL2	turquoise
HOMEZ	HOMEZ	turquoise
HOOK3	HOOK3	turquoise
HORMAD2	HORMAD2	turquoise
HOXB2	HOXB2	turquoise
HPCAL1	HPCAL1	turquoise
HPS1	HPS1	turquoise
HPS5	HPS5	turquoise
HRAS	HRAS	turquoise
HRASLS	HRASLS	turquoise
HRK	HRK	turquoise
HS1BP3	HS1BP3	turquoise
HSBP1	HSBP1	turquoise
HSD17B4	HSD17B4	turquoise
HSF2	HSF2	turquoise
HSPA1A	HSPA1A	turquoise
HSPA1L	HSPA1L	turquoise
HSPA6	HSPA6	turquoise
HSPB1	HSPB1	turquoise
HSPB8	HSPB8	turquoise
HSPBP1	HSPBP1	turquoise
HSPD1	HSPD1	turquoise
HUS1B	HUS1B	turquoise
HUWE1	HUWE1	turquoise
HVCN1	HVCN1	turquoise
HYI	HYI	turquoise
IAH1	IAH1	turquoise
IARS	IARS	turquoise
IBTK	IBTK	turquoise
ICAM1	ICAM1	turquoise
ICAM3	ICAM3	turquoise
ICOS	ICOS	turquoise
ID3	ID3	turquoise
IDH1	IDH1	turquoise
IDH3A	IDH3A	turquoise
IDH3B	IDH3B	turquoise
IDS	IDS	turquoise
IFI27L1	IFI27L1	turquoise
IFI30	IFI30	turquoise
IFITM1	IFITM1	turquoise
IFITM2	IFITM2	turquoise
IFITM4P	IFITM4P	turquoise
IFNA4	IFNA4	turquoise
IFNAR1	IFNAR1	turquoise
IFNGR2	IFNGR2	turquoise
IFT122	IFT122	turquoise
IFT20	IFT20	turquoise
IFT46	NA	turquoise
IGF1R	IGF1R	turquoise
IGF2BP3	IGF2BP3	turquoise
IGFBP3	IGFBP3	turquoise
IGFBP6	IGFBP6	turquoise
IGH	NA	turquoise
IGHA1	IGHA1	turquoise
IGHMBP2	IGHMBP2	turquoise
IGK	NA	turquoise
IGKC	IGKC	turquoise
IGKV1.5	NA	turquoise
IGLC1	NA	turquoise
IGLL1	IGLL1	turquoise
IGSF6	IGSF6	turquoise
IGSF8	IGSF8	turquoise
IKBKB	IKBKB	turquoise
IKZF1	IKZF1	turquoise
IKZF2	IKZF2	turquoise
IKZF3	IKZF3	turquoise
IL10RA	IL10RA	turquoise
IL15	IL15	turquoise
IL18BP	IL18BP	turquoise
IL21R	IL21R	turquoise
IL27RA	IL27RA	turquoise
IL2RG	IL2RG	turquoise
IL32	IL32	turquoise
IL6ST	IL6ST	turquoise
IL7R	IL7R	turquoise
ILF2	ILF2	turquoise
ILF3	ILF3	turquoise
ILK	ILK	turquoise
ILKAP	ILKAP	turquoise
IMP3	IMP3	turquoise
IMPA1	IMPA1	turquoise
IMPA2	IMPA2	turquoise
IMPAD1	IMPAD1	turquoise
IMPDH2	IMPDH2	turquoise
INCENP	INCENP	turquoise
ING1	ING1	turquoise
INO80D	INO80D	turquoise
INPP1	INPP1	turquoise
INPP4A	INPP4A	turquoise
INPP4B	INPP4B	turquoise
INPP5B	INPP5B	turquoise
INPP5F	INPP5F	turquoise
INPP5K	INPP5K	turquoise
INSIG1	INSIG1	turquoise
INSR	INSR	turquoise
INTS10	INTS10	turquoise
INTS11	NA	turquoise
INTS12	INTS12	turquoise
INTS14	NA	turquoise
INTS4	INTS4	turquoise
INTS5	INTS5	turquoise
INTS7	INTS7	turquoise
INTS8	INTS8	turquoise
INTS9	INTS9	turquoise
IP6K1	IP6K1	turquoise
IPO13	IPO13	turquoise
IPO5	IPO5	turquoise
IPO7	IPO7	turquoise
IPO8	IPO8	turquoise
IQCA1	IQCA1	turquoise
IQCK	IQCK	turquoise
IQSEC1	IQSEC1	turquoise
IRF3	IRF3	turquoise
IRF7	IRF7	turquoise
IRF8	IRF8	turquoise
IRF9	IRF9	turquoise
IRS2	IRS2	turquoise
ISL2	ISL2	turquoise
ISLR2	ISLR2	turquoise
ISOC2	ISOC2	turquoise
ISY1	ISY1	turquoise
ITGA5	ITGA5	turquoise
ITGAL	ITGAL	turquoise
ITGAX	ITGAX	turquoise
ITGB1	ITGB1	turquoise
ITGB1BP1	ITGB1BP1	turquoise
ITGB2.AS1	NA	turquoise
ITGB7	ITGB7	turquoise
ITK	ITK	turquoise
ITM2A	ITM2A	turquoise
ITPA	ITPA	turquoise
ITPK1	ITPK1	turquoise
ITPKC	ITPKC	turquoise
ITPRIP	ITPRIP	turquoise
ITPRIPL1	ITPRIPL1	turquoise
ITSN1	ITSN1	turquoise
ITSN2	ITSN2	turquoise
IZUMO4	NA	turquoise
JADE1	NA	turquoise
JADE2	NA	turquoise
JAGN1	JAGN1	turquoise
JAKMIP1	JAKMIP1	turquoise
JMJD1C	JMJD1C	turquoise
JMJD7	JMJD7	turquoise
JOSD1	JOSD1	turquoise
JPT1	NA	turquoise
JUNB	JUNB	turquoise
KALRN	KALRN	turquoise
KANSL1L	NA	turquoise
KANSL3	NA	turquoise
KARS	KARS	turquoise
KAT2B	KAT2B	turquoise
KAT5	KAT5	turquoise
KAT6B	NA	turquoise
KAT7	NA	turquoise
KBTBD4	KBTBD4	turquoise
KCNAB2	KCNAB2	turquoise
KCNC1	KCNC1	turquoise
KCNJ15	KCNJ15	turquoise
KCNK13	KCNK13	turquoise
KCNK6	KCNK6	turquoise
KCNMB1	KCNMB1	turquoise
KCNMB3	KCNMB3	turquoise
KCNMB4	KCNMB4	turquoise
KCTD13	KCTD13	turquoise
KCTD17	KCTD17	turquoise
KCTD20	KCTD20	turquoise
KCTD6	KCTD6	turquoise
KDELR1	KDELR1	turquoise
KDM2A	NA	turquoise
KDM2B	NA	turquoise
KDSR	KDSR	turquoise
KEAP1	KEAP1	turquoise
KHDC4	NA	turquoise
KIAA0040	KIAA0040	turquoise
KIAA0141	KIAA0141	turquoise
KIAA0391	KIAA0391	turquoise
KIAA0513	KIAA0513	turquoise
KIAA0753	KIAA0753	turquoise
